Date,Open,High,Low,Close,Adj Close,Volume
2010-10-01,31.670000076293945,32.02000045776367,31.530000686645508,31.780000686645508,23.754070281982422,8486700
2010-10-04,31.639999389648438,32.11000061035156,31.34000015258789,31.43000030517578,23.49245262145996,6105600
2010-10-05,31.68000030517578,32.47999954223633,31.600000381469727,32.060001373291016,23.963356018066406,10511300
2010-10-06,32.04999923706055,32.40999984741211,31.959999084472656,32.40999984741211,24.224966049194336,7862000
2010-10-07,32.43000030517578,32.5,31.8700008392334,31.979999542236328,23.903560638427734,8987200
2010-10-08,31.09000015258789,31.440000534057617,30.610000610351562,31.25,23.357919692993164,22302100
2010-10-11,31.209999084472656,31.309999465942383,31.020000457763672,31.049999237060547,23.20842742919922,6981900
2010-10-12,30.940000534057617,31.100000381469727,30.770000457763672,30.950000762939453,23.133676528930664,8351900
2010-10-13,30.989999771118164,31.969999313354492,30.8700008392334,31.639999389648438,23.64942169189453,14309000
2010-10-14,31.65999984741211,31.739999771118164,30.950000762939453,31.25,23.357919692993164,7953300
2010-10-15,31.469999313354492,31.559999465942383,31.149999618530273,31.309999465942383,23.402759552001953,8178000
2010-10-18,31.25,31.350000381469727,30.979999542236328,31.25,23.357919692993164,7403700
2010-10-19,30.979999542236328,31.190000534057617,30.399999618530273,30.549999237060547,22.834705352783203,8000300
2010-10-20,30.549999237060547,31.170000076293945,30.540000915527344,31.030000686645508,23.260486602783203,6474300
2010-10-21,31.079999923706055,31.530000686645508,30.8799991607666,31.25,23.425399780273438,7681300
2010-10-22,31.209999084472656,31.65999984741211,31.1299991607666,31.360000610351562,23.507850646972656,7790400
2010-10-25,31.579999923706055,31.760000228881836,31.170000076293945,31.229999542236328,23.4104061126709,7958800
2010-10-26,31.100000381469727,31.25,30.56999969482422,30.770000457763672,23.065580368041992,11678000
2010-10-27,30.579999923706055,30.8799991607666,30.209999084472656,30.84000015258789,23.118051528930664,10250800
2010-10-28,30.920000076293945,30.920000076293945,30.450000762939453,30.65999984741211,22.983125686645508,9836500
2010-10-29,30.549999237060547,30.579999923706055,30.1200008392334,30.1299991607666,22.585824966430664,13280800
2010-11-01,30.299999237060547,30.40999984741211,29.700000762939453,29.899999618530273,22.413415908813477,10960600
2010-11-02,30.139999389648438,30.889999389648438,30.010000228881836,30.530000686645508,22.885671615600586,16851300
2010-11-03,30.309999465942383,31.100000381469727,30.309999465942383,30.8700008392334,23.140544891357422,16641100
2010-11-04,31.149999618530273,31.530000686645508,31.030000686645508,31.510000228881836,23.620298385620117,10626200
2010-11-05,31.510000228881836,31.579999923706055,30.670000076293945,30.940000534057617,23.193016052246094,11079100
2010-11-08,30.84000015258789,31.309999465942383,30.84000015258789,31.229999542236328,23.4104061126709,8818000
2010-11-09,31.260000228881836,31.399999618530273,30.899999618530273,31.030000686645508,23.260486602783203,8832800
2010-11-10,30.90999984741211,31.149999618530273,30.610000610351562,31.1299991607666,23.3354434967041,8552000
2010-11-11,31.030000686645508,31.06999969482422,30.719999313354492,30.860000610351562,23.1330509185791,8930300
2010-11-12,30.65999984741211,30.75,29.989999771118164,30.239999771118164,22.66828155517578,12041300
2010-11-15,30.280000686645508,30.420000076293945,30.020000457763672,30.049999237060547,22.52585220336914,7381800
2010-11-16,29.940000534057617,30.190000534057617,29.450000762939453,29.649999618530273,22.226015090942383,11385100
2010-11-17,29.739999771118164,30.079999923706055,29.670000076293945,29.829999923706055,22.36094856262207,8515500
2010-11-18,30.579999923706055,30.979999542236328,30.309999465942383,30.790000915527344,23.080577850341797,13437000
2010-11-19,30.799999237060547,31.040000915527344,30.770000457763672,31.030000686645508,23.260486602783203,9657700
2010-11-22,30.770000457763672,31.229999542236328,30.770000457763672,30.979999542236328,23.222997665405273,9134400
2010-11-23,30.68000030517578,31.010000228881836,30.489999771118164,31.0,23.23798942565918,10495200
2010-11-24,31.139999389648438,31.690000534057617,31.030000686645508,31.559999465942383,23.65777015686035,9411900
2010-11-26,31.15999984741211,31.3799991607666,31.09000015258789,31.149999618530273,23.35043716430664,3299200
2010-11-29,30.899999618530273,31.540000915527344,30.729999542236328,31.440000534057617,23.56781768798828,9972400
2010-11-30,31.170000076293945,31.299999237060547,30.979999542236328,31.0,23.23798942565918,10676300
2010-12-01,31.440000534057617,31.989999771118164,31.399999618530273,31.8700008392334,23.890155792236328,8974900
2010-12-02,31.969999313354492,32.400001525878906,31.899999618530273,31.979999542236328,23.97260856628418,9631000
2010-12-03,31.8799991607666,32.5,31.829999923706055,32.41999816894531,24.30244255065918,7413200
2010-12-06,32.349998474121094,32.540000915527344,32.13999938964844,32.52000045776367,24.37740135192871,6463200
2010-12-07,32.86000061035156,33.25,32.79999923706055,33.060001373291016,24.78219223022461,12362000
